Account,date,daily_pnl,trade_count,closed_trades,winning_trades,avg_size_usd,total_size_usd,max_size_usd,long_trades,short_trades,total_fee,win_rate,long_ratio,net_pnl_after_fees,sentiment_score,sentiment,sentiment_binary,size_seg,freq_seg,winner_seg
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-02,76710.0,10,9,9,185847.0,1858470.0,931290.0,9,1,92.923496,1.0,0.9,76617.076504,60,Greed,Greed,High-Size,Frequent,Inconsistent
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-03,101011.685664,839,371,256,23593.019856972587,19794543.66,1190250.0,351,488,2355.038296,0.6900269541778976,0.41835518474374256,98656.647368,44,Fear,Fear,High-Size,Frequent,Inconsistent
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-04,375620.270243,531,111,83,10576.687156308852,5616220.88,301855.74,111,420,704.19937,0.7477477477477478,0.20903954802259886,374916.070873,72,Greed,Greed,High-Size,Frequent,Inconsistent
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-05,44400.9058,210,78,78,26585.06338095238,5582863.31,521633.4,78,132,700.101577,1.0,0.37142857142857144,43700.804223,54,Neutral,Neutral,High-Size,Frequent,Inconsistent
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-09,30897.0887,141,132,132,10161.056241134751,1432708.93,150084.3,132,9,0.0,1.0,0.9361702127659575,30897.0887,46,Neutral,Neutral,High-Size,Frequent,Inconsistent
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-10,55086.0,48,16,16,32032.5,1537560.0,333478.05,16,32,0.0,1.0,0.3333333333333333,55086.0,43,Fear,Fear,High-Size,Frequent,Inconsistent
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-11,0.0,6,0,0,134600.00166666668,807600.01,399699.55,0,6,0.0,0.0,0.0,0.0,47,Neutral,Neutral,High-Size,Frequent,Inconsistent
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-24,10152.12224,59,31,31,27178.041694915253,1603504.46,288887.91,31,28,561.226533,1.0,0.5254237288135594,9590.895707,49,Neutral,Neutral,High-Size,Frequent,Inconsistent
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-25,115445.395538,219,93,93,13233.776894977169,2898197.14,785654.97,93,126,555.888761,1.0,0.4246575342465753,114889.506777,25,Fear,Fear,High-Size,Frequent,Inconsistent
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-28,115287.0,55,1,1,24958.908545454546,1372739.97,685200.0,1,54,137.273975,1.0,0.01818181818181818,115149.726025,16,Extreme Fear,Fear,High-Size,Frequent,Inconsistent
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-03-01,9482.221441,45,36,36,2985.797555555556,134360.89,16951.49,36,9,6.71802,1.0,0.8,9475.503421,20,Extreme Fear,Fear,High-Size,Frequent,Inconsistent
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-03-03,533974.662903,641,540,540,8371.136099843994,5365898.24,449996.97,540,101,268.294625,1.0,0.8424336973478939,533706.368278,33,Fear,Fear,High-Size,Frequent,Inconsistent
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-03-24,40200.0,5,4,4,79640.0,398200.0,199600.0,4,1,39.819998,1.0,0.8,40160.180002,45,Neutral,Neutral,High-Size,Frequent,Inconsistent
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-04-12,307855.80341,31,31,31,21491.640322580646,666240.85,292870.12,31,0,66.62407,1.0,1.0,307789.17934,43,Fear,Fear,High-Size,Frequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-11-30,11715.94323,55,46,46,2469.9509090909087,135847.3,23456.31,8,46,34.68082399,1.0,0.14545454545454545,11681.26240601,84,Extreme Greed,Greed,Low-Size,Frequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-12-01,0.0,1,0,0,0.06,0.06,0.06,0,0,0.0,0.0,0.0,0.0,81,Extreme Greed,Greed,Low-Size,Frequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-12-06,0.0,34,0,0,1426.8700000000001,48513.58,6450.0,34,0,1.31668822,0.0,1.0,-1.31668822,72,Greed,Greed,Low-Size,Frequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-12-07,3515.031065,26,25,25,2001.101153846154,52028.630000000005,34424.25,0,25,5.2028479999999995,1.0,0.0,3509.828217,75,Extreme Greed,Greed,Low-Size,Frequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-12-09,0.0,46,0,0,1131.888695652174,52066.88,4255.79,46,0,1.4383267,0.0,1.0,-1.4383267,78,Extreme Greed,Greed,Low-Size,Frequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-12-10,2517.787385,64,63,63,852.88625,54584.72,4243.51,0,63,19.104602,1.0,0.0,2498.682783,78,Extreme Greed,Greed,Low-Size,Frequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-12-18,1613.165903,59,15,15,1913.523898305085,112897.91,44497.83,44,15,20.81460217,1.0,0.7457627118644068,1592.3513008300001,81,Extreme Greed,Greed,Low-Size,Frequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-12-19,0.0,1,0,0,0.11,0.11,0.11,0,0,0.0,0.0,0.0,0.0,75,Extreme Greed,Greed,Low-Size,Frequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-12-20,1245.51851,34,21,21,10051.199411764705,341740.77999999997,34069.0,13,21,119.60926,1.0,0.38235294117647056,1125.9092500000002,74,Greed,Greed,Low-Size,Frequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-13,0.0,13,0,0,2845.9646153846156,36997.54,20964.0,13,0,61.51029,0.0,1.0,-61.51029,61,Greed,Greed,Low-Size,Frequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-17,4493.232479,17,17,17,2440.6282352941175,41490.68,22417.01,0,17,14.521732,1.0,0.0,4478.710747,75,Extreme Greed,Greed,Low-Size,Frequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-18,1047.030992,39,28,28,2154.3915384615384,84021.26999999999,28068.27,10,28,89.144541,1.0,0.2564102564102564,957.886451,77,Extreme Greed,Greed,Low-Size,Frequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-19,4842.054317,124,80,80,2194.294758064516,272092.55,38931.02,43,80,124.96169717000001,1.0,0.3467741935483871,4717.09261983,77,Extreme Greed,Greed,Low-Size,Frequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-24,1693.493165,339,198,198,1737.369557522124,588968.28,11112.5,141,198,108.05738221,1.0,0.415929203539823,1585.43578279,75,Extreme Greed,Greed,Low-Size,Frequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-25,4221.156399,54,4,4,2398.331666666667,129509.91,63969.34,50,4,24.25559825,1.0,0.9259259259259259,4196.900800750001,75,Extreme Greed,Greed,Low-Size,Frequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-27,0.0,44,0,0,1519.465681818182,66856.49,5996.6,44,0,1.05928092,0.0,1.0,-1.05928092,71,Greed,Greed,Low-Size,Frequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-28,6899.2458320000005,56,56,56,1317.0667857142857,73755.74,5725.86,0,56,25.814472,1.0,0.0,6873.4313600000005,72,Greed,Greed,Low-Size,Frequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-29,0.0,46,0,0,1602.9452173913044,73735.48,4853.16,46,0,1.16815524,0.0,1.0,-1.16815524,72,Greed,Greed,Low-Size,Frequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-30,7372.485101,55,55,55,1474.6896363636365,81107.93000000001,8101.89,0,55,28.387735,1.0,0.0,7344.097366,70,Greed,Greed,Low-Size,Frequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-02-01,1162.002541,78,25,25,2094.719358974359,163388.11,17257.51,53,25,29.90369878,1.0,0.6794871794871795,1132.09884222,68,Greed,Greed,Low-Size,Frequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-02-02,6352.452613,517,246,233,2792.42166344294,1443682.0,65618.5,270,246,487.25693852,0.9471544715447154,0.5222437137330754,5865.19567448,60,Greed,Greed,Low-Size,Frequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-02-11,-12346.990829,124,124,0,612.1092741935485,75901.55,12503.85,0,124,26.565471000000002,0.0,0.0,-12373.5563,47,Neutral,Neutral,Low-Size,Frequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-02-12,355.5854,159,127,127,2687.4032704402516,427297.12,24219.61,31,127,149.553903,1.0,0.1949685534591195,206.031497,46,Neutral,Neutral,Low-Size,Frequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-02-24,1129.8489260000001,160,52,52,1641.2224999999999,262595.6,10800.0,108,52,34.19572673,1.0,0.675,1095.6531992700002,49,Neutral,Neutral,Low-Size,Frequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-02-25,-6820.76955,1,1,0,82910.81,82910.81,82910.81,0,1,29.018782,0.0,0.0,-6849.788332,25,Fear,Fear,Low-Size,Frequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-02-28,0.0,52,0,0,1462.824423076923,76066.87,5004.57,52,0,1.35322108,0.0,1.0,-1.35322108,16,Extreme Fear,Fear,Low-Size,Frequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-03,2480.902379,110,50,50,1999.099181818182,219900.91,52034.6,60,50,53.50649472,1.0,0.5454545454545454,2427.3958842800002,33,Fear,Fear,Low-Size,Frequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-04,-3169.3554679999997,65,10,0,1756.5103076923076,114173.17,52564.88,55,10,20.67737314,0.0,0.8461538461538461,-3190.0328411399996,15,Extreme Fear,Fear,Low-Size,Frequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-07,0.0,37,0,0,1499.4978378378378,55481.42,5976.14,37,0,1.26292469,0.0,1.0,-1.26292469,34,Fear,Fear,Low-Size,Frequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-08,2099.019688,47,47,47,1225.1170212765958,57580.5,6239.76,0,47,20.153151,1.0,0.0,2078.866537,28,Fear,Fear,Low-Size,Frequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-09,656.540742,65,57,57,2676.518153846154,173973.68,57560.25,8,57,22.11483517,1.0,0.12307692307692308,634.42590683,27,Fear,Fear,Low-Size,Frequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-10,-1065.797583,53,52,51,3326.2756603773582,176292.61,59580.93,1,52,41.25995296,0.9807692307692307,0.018867924528301886,-1107.05753596,20,Extreme Fear,Fear,Low-Size,Frequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-12,1591.753271,53,52,52,2184.328113207547,115769.39,57088.8,1,52,20.961068,1.0,0.018867924528301886,1570.792203,34,Fear,Fear,Low-Size,Frequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-13,-2315.377191,27,10,0,4259.311481481482,115001.41,35764.34,17,10,20.268314959999998,0.0,0.6296296296296297,-2335.6455059600003,45,Neutral,Neutral,Low-Size,Frequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-28,0.0,42,0,0,1460.115,61324.83,5991.52,42,0,1.54451693,0.0,1.0,-1.54451693,44,Fear,Fear,Low-Size,Frequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-29,-5018.466447,97,97,0,580.479381443299,56306.5,4457.78,0,97,19.707219000000002,0.0,0.0,-5038.173666,26,Fear,Fear,Low-Size,Frequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-31,716.143949,155,83,83,730.8744516129032,113285.54,6170.0,72,83,20.92763202,1.0,0.4645161290322581,695.21631698,34,Fear,Fear,Low-Size,Frequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-03,0.0,1,0,0,54768.6,54768.6,54768.6,1,0,0.456405,0.0,1.0,-0.456405,25,Fear,Fear,Low-Size,Frequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-15,0.0,1,0,0,16.37,16.37,16.37,1,0,0.00035346,0.0,1.0,-0.00035346,38,Fear,Fear,Low-Size,Frequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-16,-95.985744,88,88,1,780.4484090909092,68679.46,5745.37,0,88,24.037758,0.011363636363636364,0.0,-120.023502,29,Fear,Fear,Low-Size,Frequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-17,-133.41237,125,67,20,730.92608,91365.76,3525.94,60,65,31.977951,0.29850746268656714,0.48,-165.390321,30,Fear,Fear,Low-Size,Frequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-18,951.934443,689,301,301,766.7829027576198,528313.42,17100.0,312,377,129.33009467,1.0,0.4528301886792453,822.60434833,33,Fear,Fear,Low-Size,Frequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-19,371.503,411,297,297,552.0850851581508,226906.97,6103.42,122,289,51.02067149,1.0,0.29683698296836986,320.48232851,32,Fear,Fear,Low-Size,Frequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-20,-1892.58947,603,335,249,963.6022222222223,581052.14,8408.45,297,306,119.87578636,0.7432835820895523,0.4925373134328358,-2012.4652563599998,37,Fear,Fear,Low-Size,Frequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-21,3434.689308,97,97,97,887.6931958762888,86106.24,5892.97,0,97,30.137128,1.0,0.0,3404.55218,39,Fear,Fear,Low-Size,Frequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-23,2654.14315,568,340,336,2593.2515492957746,1472966.88,76400.0,219,349,197.963062,0.9882352941176471,0.3855633802816901,2456.180088,72,Greed,Greed,Low-Size,Frequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-24,1867.252909,680,401,333,1679.7829852941175,1142252.43,36020.0,346,334,188.105048,0.830423940149626,0.5088235294117647,1679.147861,63,Greed,Greed,Low-Size,Frequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-25,1969.39321,330,97,40,3782.839757575757,1248337.1199999999,177200.0,162,168,197.03662328000001,0.41237113402061853,0.4909090909090909,1772.35658672,60,Greed,Greed,Low-Size,Frequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-26,-4648.8710550000005,338,338,0,284.5678402366864,96183.93,6169.25,0,338,16.916102,0.0,0.0,-4665.787157000001,65,Greed,Greed,Low-Size,Frequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-27,0.0,67,0,0,1435.3307462686569,96167.16,17277.3,67,0,0.267131,0.0,1.0,-0.267131,61,Greed,Greed,Low-Size,Frequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-30,5179.772745,83,83,83,1221.0467469879518,101346.88,6073.96,0,83,30.404024,1.0,0.0,5149.368721,56,Greed,Greed,Low-Size,Frequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-05-01,1243.853569,250,81,81,815.50576,203876.44,9043.98,169,81,31.0304917,1.0,0.676,1212.8230773,53,Neutral,Neutral,Low-Size,Frequent,Inconsistent
0x271b280974205ca63b716753467d5a371de622ab,2024-07-15,-1.0,5,2,0,6070.2,30351.0,12422.25,2,3,10.197932,0.0,0.4,-11.197932,52,Neutral,Neutral,High-Size,Frequent,Inconsistent
0x271b280974205ca63b716753467d5a371de622ab,2024-11-29,1584.342755,1,1,1,1584.35,1584.35,1584.35,0,1,0.53234,1.0,0.0,1583.810415,78,Extreme Greed,Greed,High-Size,Frequent,Inconsistent
0x271b280974205ca63b716753467d5a371de622ab,2024-12-05,208.81746,4,3,3,39530.9875,158123.95,79166.38,3,1,34.129711,1.0,0.75,174.687749,84,Extreme Greed,Greed,High-Size,Frequent,Inconsistent
0x271b280974205ca63b716753467d5a371de622ab,2025-04-09,16706.884912,797,306,300,6131.710464240904,4886973.24,270252.29,275,522,1181.135135,0.9803921568627451,0.3450439146800502,15525.749777,18,Extreme Fear,Fear,High-Size,Frequent,Inconsistent
0x271b280974205ca63b716753467d5a371de622ab,2025-04-10,13264.043303999999,339,231,189,21898.95651917404,7423746.26,317227.52,231,108,2463.061921,0.8181818181818182,0.6814159292035398,10800.981382999998,39,Fear,Fear,High-Size,Frequent,Inconsistent
0x271b280974205ca63b716753467d5a371de622ab,2025-04-19,5942.547242,313,40,40,8678.024504792333,2716221.67,133271.55,40,273,720.081313,1.0,0.12779552715654952,5222.465929,32,Fear,Fear,High-Size,Frequent,Inconsistent
0x271b280974205ca63b716753467d5a371de622ab,2025-04-20,8277.307357,863,424,424,3079.8473348783314,2657908.25,95861.22,418,444,615.664567,1.0,0.4843568945538818,7661.64279,37,Fear,Fear,High-Size,Frequent,Inconsistent
0x271b280974205ca63b716753467d5a371de622ab,2025-04-21,2638.012587,353,61,61,1965.9329745042492,693974.34,64989.97,61,292,118.03440499999999,1.0,0.17280453257790368,2519.9781820000003,39,Fear,Fear,High-Size,Frequent,Inconsistent
0x271b280974205ca63b716753467d5a371de622ab,2025-04-22,-19037.340561,594,233,0,8110.89095959596,4817869.23,443367.23,233,361,1377.855618,0.0,0.39225589225589225,-20415.196179000002,47,Neutral,Neutral,High-Size,Frequent,Inconsistent
0x271b280974205ca63b716753467d5a371de622ab,2025-04-23,-108176.9187,469,236,66,20030.785479744136,9394438.39,999998.56,236,233,2487.052566,0.2796610169491525,0.5031982942430704,-110663.971266,72,Greed,Greed,High-Size,Frequent,Inconsistent
0x271b280974205ca63b716753467d5a371de622ab,2025-04-24,8157.112326,70,70,66,15603.565285714287,1092249.57,126445.16,67,3,273.237342,0.9428571428571428,0.9571428571428572,7883.874984,63,Greed,Greed,High-Size,Frequent,Inconsistent
0x271b280974205ca63b716753467d5a371de622ab,2025-04-25,0.0,1,0,0,0.17,0.17,0.17,0,0,0.0,0.0,0.0,0.0,60,Greed,Greed,High-Size,Frequent,Inconsistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-16,159.100072,93,26,16,373.7049462365591,34754.56,2535.33,49,44,10.268876,0.6153846153846154,0.5268817204301075,148.831196,86,Extreme Greed,Greed,Low-Size,Frequent,Inconsistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-17,161.289904,95,44,34,353.5228421052631,33584.67,2332.7,45,50,10.251629,0.7727272727272727,0.47368421052631576,151.038275,90,Extreme Greed,Greed,Low-Size,Frequent,Inconsistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-18,147.410285,162,93,67,666.941975308642,108044.6,5014.5,70,92,37.465806,0.7204301075268817,0.43209876543209874,109.94447899999999,83,Extreme Greed,Greed,Low-Size,Frequent,Inconsistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-19,233.36546,213,119,104,895.9638028169014,190840.29,7272.9,115,98,66.816663,0.8739495798319328,0.539906103286385,166.548797,90,Extreme Greed,Greed,Low-Size,Frequent,Inconsistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-20,-316.245208,407,218,141,2149.553218673219,874868.16,15002.41,188,219,298.312315,0.6467889908256881,0.4619164619164619,-614.557523,83,Extreme Greed,Greed,Low-Size,Frequent,Inconsistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-21,780.001314,446,235,156,729.007130044843,325137.18,11654.0,223,223,111.648962,0.6638297872340425,0.5,668.352352,82,Extreme Greed,Greed,Low-Size,Frequent,Inconsistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-22,141.21958999999998,433,229,135,422.0099076212471,182730.29,3501.19,208,225,62.202151,0.5895196506550219,0.48036951501154734,79.01743899999998,94,Extreme Greed,Greed,Low-Size,Frequent,Inconsistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-23,673.6312,156,77,63,333.45923076923077,52019.64,1700.95,76,80,17.776025,0.8181818181818182,0.48717948717948717,655.855175,93,Extreme Greed,Greed,Low-Size,Frequent,Inconsistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-24,108.321127,69,35,29,200.7391304347826,13851.0,2000.08,54,15,4.469844,0.8285714285714286,0.782608695652174,103.85128300000001,80,Extreme Greed,Greed,Low-Size,Frequent,Inconsistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-25,464.281002,225,139,95,324.3673333333333,72982.65,3244.73,106,119,24.451253,0.6834532374100719,0.4711111111111111,439.829749,82,Extreme Greed,Greed,Low-Size,Frequent,Inconsistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-26,-508.290641,217,116,76,1012.5778341013826,219729.39,11615.5,127,90,75.523391,0.6551724137931034,0.5852534562211982,-583.814032,79,Extreme Greed,Greed,Low-Size,Frequent,Inconsistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-27,193.66415899999998,169,93,74,1110.83224852071,187730.65,12552.94,69,100,62.761001,0.7956989247311828,0.40828402366863903,130.903158,75,Extreme Greed,Greed,Low-Size,Frequent,Inconsistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-28,165.532644,207,115,78,946.0768115942029,195837.9,5914.0,116,91,67.285783,0.6782608695652174,0.5603864734299517,98.24686100000001,77,Extreme Greed,Greed,Low-Size,Frequent,Inconsistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-29,9551.73423,206,108,92,388.948786407767,80123.45,3567.15,87,119,29.21348375,0.8518518518518519,0.4223300970873786,9522.52074625,78,Extreme Greed,Greed,Low-Size,Frequent,Inconsistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-30,5590.528248,154,87,71,315.52253246753247,48590.47,2439.7,60,94,17.77266812,0.8160919540229885,0.38961038961038963,5572.7555798799995,84,Extreme Greed,Greed,Low-Size,Frequent,Inconsistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-01,4458.25495,193,108,97,247.12725388601035,47695.56,1491.56,66,127,16.10546943,0.8981481481481481,0.34196891191709844,4442.1494805699995,81,Extreme Greed,Greed,Low-Size,Frequent,Inconsistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-02,1283.846047,140,75,73,140.36935714285713,19651.71,2242.0,70,69,6.30947724,0.9733333333333334,0.5,1277.53656976,80,Extreme Greed,Greed,Low-Size,Frequent,Inconsistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-03,1190.358719,78,37,37,92.37217948717948,7205.03,514.97,28,50,2.982829,1.0,0.358974358974359,1187.37589,76,Extreme Greed,Greed,Low-Size,Frequent,Inconsistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-04,9066.169646,112,61,60,165.78285714285715,18567.68,1226.4,30,82,7.22773423,0.9836065573770492,0.26785714285714285,9058.94191177,78,Extreme Greed,Greed,Low-Size,Frequent,Inconsistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-05,14685.787664,98,48,48,259.2459183673469,25406.1,4999.91,33,65,9.32634692,1.0,0.336734693877551,14676.46131708,84,Extreme Greed,Greed,Low-Size,Frequent,Inconsistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-06,389.176232,69,16,16,129.80536231884057,8956.57,1163.85,27,42,2.907485,1.0,0.391304347826087,386.268747,72,Greed,Greed,Low-Size,Frequent,Inconsistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-07,4008.012049,86,36,36,159.67825581395348,13732.33,2173.2,20,66,3.66824976,1.0,0.23255813953488372,4004.34379924,75,Extreme Greed,Greed,Low-Size,Frequent,Inconsistent
